temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
20.44,27,1018.5,0.0,0.0,0.0,0,0,0,739.59,9.83,28.44,9.89,33.11,9.69,31.33,10.8,34.918647,49.794521,227.56798,1944.105
20.52,27,1017.9,0.0,0.0,0.0,0,0,0,645.25,10.95,27.41,10.99,31.61,10.69,32.62,13.32,49.729957,59.083928,242.10933,1001.9728
20.29,27,1018.1,0.0,0.0,0.0,0,0,0,508.19,11.12,29.05,11.18,33.18,10.69,32.62,13.32,64.615865,69.607733,253.99602,240.92937
8.19,90,1022.7,0.0,0.0,0.0,0,0,0,0.0,15.99,172.23,33.14,162.94,18.45,174.4,25.92,100.1616,96.489777,82.094216,11.396615
8.61,92,1022.3,0.0,0.0,0.0,0,0,0,0.0,17.11,171.53,34.17,163.47,19.25,172.48,32.76,85.514941,85.356173,91.710592,524.07728
11.06,82,1022.5,0.0,0.0,0.0,0,0,0,63.19,18.89,172.33,30.93,167.91,19.25,172.48,29.16,70.695719,74.27299,101.80531,1331.5383
14.24,65,1022.8,0.0,0.0,0.0,0,0,0,249.2,22.25,170.69,27.47,169.43,22.61,170.84,27.72,55.790706,63.47825,112.98327,1983.2978
16.4,52,1022.4,0.0,0.0,0.0,0,0,0,429.87,22.73,169.05,26.05,168.85,22.73,169.05,25.2,40.922963,53.632776,126.30094,2482.4658
18.3,44,1022.1,0.0,0.0,0.0,0,0,0,580.28,22.03,168.69,24.57,169.02,22.03,168.69,23.04,26.190543,45.566572,142.98444,2707.7561
19.9,39,1021.8,0.0,0.0,0.0,0,0,0,695.09,21.61,169.44,23.44,169.38,21.54,170.38,16.2,12.250414,40.479016,163.71974,2769.6178
20.74,40,1022.5,0.0,0.0,0.0,0,0,0,761.84,16.62,175.03,17.31,176.42,16.24,176.19,11.88,8.2028653,39.573579,187.00119,2668.1111
21.81,35,1022.4,0.0,0.0,0.0,0,0,0,774.3,13.04,173.66,13.36,175.36,13.0,175.24,9.36,20.349154,43.117049,209.09518,2386.6203
22.67,29,1022.1,0.0,0.0,0.0,0,0,0,732.47,9.89,169.51,9.83,171.57,9.47,171.25,7.2,34.937901,50.164936,227.38285,1931.8496
22.9,28,1021.0,0.0,0.0,0.0,0,0,0,639.02,7.17,162.47,7.17,162.47,7.17,162.47,6.12,49.769904,59.430925,241.88484,914.83232
22.86,28,1020.8,0.0,0.0,0.0,0,0,0,502.85,5.63,153.43,5.96,154.98,5.63,153.43,5.4,64.666087,69.937315,253.76021,165.79746
10.74,52,1022.8,0.0,0.0,0.0,0,0,0,0.0,10.01,217.69,11.72,227.49,10.59,215.31,10.08,99.800474,96.499211,82.615077,8.985357
10.28,53,1022.8,0.0,0.0,0.0,0,0,0,0.0,10.69,212.62,12.98,226.12,11.79,211.26,10.8,85.389091,85.53213,92.063958,521.5043
11.57,52,1023.0,0.0,0.0,0.0,0,0,0,61.41,9.73,218.99,13.04,230.6,10.51,218.05,10.08,70.572154,74.466635,102.16627,1327.7521
15.71,42,1022.7,0.0,0.0,0.0,0,0,0,249.2,6.13,220.24,11.44,241.82,5.9,217.57,6.84,55.660149,63.694289,113.3565,1958.3396
19.72,33,1022.5,0.0,0.0,0.0,0,0,0,430.76,5.77,273.58,6.48,270.0,6.12,270.0,6.48,40.778957,53.885937,126.6811,2381.9945
21.62,27,1021.0,0.0,0.0,0.0,0,0,0,582.06,6.88,317.12,6.62,315.0,6.11,315.0,6.48,26.016644,45.871088,143.33982,2640.6503
22.93,24,1020.6,0.0,0.0,0.0,0,0,0,696.87,7.99,324.16,7.49,324.78,6.99,325.49,8.28,11.976235,40.838078,163.97669,2697.166
23.86,23,1020.7,0.0,0.0,0.0,0,0,0,757.39,8.91,316.64,7.9,316.85,7.39,316.97,11.88,7.9509043,39.96635,187.08343,2611.4247
24.6,22,1020.3,0.0,0.0,0.0,0,0,0,768.07,8.44,320.19,7.93,320.53,7.42,320.91,11.52,20.321323,43.509274,209.00926,2351.034
25.04,21,1020.0,0.0,0.0,0.0,0,0,0,725.35,9.96,319.4,9.45,319.64,8.71,321.71,12.96,34.960986,50.536053,227.1992,1898.4455
25.06,21,1019.2,0.0,0.0,0.0,0,0,0,631.01,11.3,322.77,10.8,323.13,10.09,325.18,12.24,49.812026,59.778643,241.66146,855.43
24.64,21,1018.9,0.0,0.0,0.0,0,0,0,494.84,12.78,327.65,12.78,327.65,11.79,328.74,13.32,64.71744,70.267484,253.5249,113.37028
10.38,47,1019.8,0.0,0.0,0.0,0,0,0,0.0,8.59,213.02,3.24,270.0,9.2,210.58,3.96,99.698538,96.705859,82.964067,9.4851515
10.07,47,1019.5,0.0,0.0,0.0,0,0,0,0.0,9.39,212.47,5.6,225.0,10.09,214.82,6.12,85.263251,85.708267,92.417432,517.47077
11.51,44,1020.3,0.0,0.0,0.0,0,0,0,58.74,9.73,218.99,10.51,231.95,10.2,222.14,9.72,70.449557,74.661269,102.52682,1314.0028
15.72,35,1019.1,0.0,0.0,0.0,0,0,0,245.64,6.3,210.96,12.86,252.07,5.32,208.3,12.6,55.531383,63.911732,113.72859,1943.3806
20.51,27,1018.2,0.0,0.0,0.0,0,0,0,427.2,7.99,277.77,10.24,280.12,9.06,276.84,11.88,40.637859,54.140762,127.05902,2366.6283
22.51,25,1017.3,0.0,0.0,0.0,0,0,0,577.61,14.18,293.96,15.04,291.04,13.91,291.25,16.92,25.847509,46.177201,143.69167,2612.5305
23.57,24,1016.2,0.0,0.0,0.0,0,0,0,690.64,15.78,297.15,15.79,294.23,14.33,295.28,18.72,11.708596,41.198234,164.2299,2661.7455
24.14,20,1017.5,0.0,0.0,0.0,0,0,0,758.28,12.54,320.83,12.03,321.07,11.3,322.77,15.12,7.7081308,40.359674,187.16401,2567.2183
24.94,19,1017.2,0.0,0.0,0.0,0,0,0,768.96,12.74,317.29,12.48,316.17,11.48,318.81,15.12,20.300949,43.901959,208.92404,2330.1072
25.44,18,1016.8,0.0,0.0,0.0,0,0,0,725.35,14.26,312.95,14.02,311.88,12.98,313.88,15.48,34.987836,50.907748,227.01695,1881.0105
25.39,18,1015.8,0.0,0.0,0.0,0,0,0,630.12,16.32,311.42,16.56,312.36,15.28,313.09,17.28,49.856248,60.126952,241.43914,780.36639
24.88,18,1015.8,0.0,0.0,0.0,0,0,0,493.06,17.07,312.44,17.85,311.73,16.3,313.21,17.64,64.769845,70.598107,253.29009,75.061111
7.27,55,1017.3,0.0,0.0,0.0,0,0,0,0.0,6.62,202.38,9.57,289.8,8.21,195.26,13.32,99.45408,96.805084,83.408699,9.2493827
7.66,50,1016.6,0.0,0.0,0.0,0,0,0,0.0,7.15,220.91,9.89,303.11,8.65,225.0,9.0,85.137693,85.884823,92.770884,519.91333
9.22,46,1016.5,0.0,0.0,0.0,0,0,0,56.96,4.33,265.24,14.84,320.91,5.41,273.81,13.68,70.328035,74.85688,102.88682,1321.7953
14.19,37,1015.8,0.0,0.0,0.0,0,0,0,243.86,8.21,344.74,12.18,341.03,9.39,355.6,14.4,55.404528,64.130547,114.09937,1982.2083
17.67,28,1015.3,0.0,0.0,0.0,0,0,0,423.64,12.9,337.01,14.65,332.18,13.38,336.19,18.0,40.499812,54.397193,127.43452,2450.8786
19.41,25,1014.3,0.0,0.0,0.0,0,0,0,571.38,14.17,332.78,14.69,329.04,13.85,332.1,19.44,25.683358,46.484811,144.03984,2727.4636
20.81,27,1014.1,0.0,0.0,0.0,0,0,0,686.19,15.0,329.74,15.38,327.43,14.2,329.53,20.52,11.447988,41.559348,164.47928,2790.1867
21.35,32,1014.4,0.0,0.0,0.0,0,0,0,752.94,19.41,319.51,20.39,317.86,18.63,318.92,23.76,7.4752598,40.753404,187.24288,2674.0361
22.15,26,1014.1,0.0,0.0,0.0,0,0,0,765.4,21.17,318.45,22.16,316.97,20.39,317.86,24.84,20.288029,44.294953,208.83948,2387.1175
22.25,24,1014.4,0.0,0.0,0.0,0,0,0,720.01,21.99,320.31,22.96,318.81,21.2,319.82,25.2,35.01838,51.279871,226.83609,1910.8269
21.99,26,1013.4,0.0,0.0,0.0,0,0,0,621.22,22.04,321.63,23.28,320.65,21.25,321.19,25.56,49.902493,60.475704,241.21789,726.43861
21.41,28,1013.2,0.0,0.0,0.0,0,0,0,483.27,22.32,322.21,24.06,321.07,21.76,321.04,25.56,64.823221,70.929041,253.05577,52.004722
19.46,39,1017.8,0.0,0.0,5.4,18,0,0,725.35,15.78,34.78,16.42,37.87,15.7,36.61,17.64,7.2536429,41.147546,187.31989,2238.1796
9.54,80,1019.7,0.0,0.0,0.0,0,0,0,0.0,5.86,227.49,1.84,168.69,6.79,237.99,3.24,98.861421,96.925067,84.367013,18.324837
9.21,81,1019.4,0.0,0.0,0.0,0,0,0,0.0,6.13,229.76,1.3,146.31,6.79,237.99,2.16,84.888164,86.239645,93.477223,571.63472
10.46,75,1019.9,0.0,0.0,0.0,0,0,0,50.73,5.4,233.13,0.72,90.0,6.44,243.43,6.48,70.08866,75.251021,103.60464,1315.1194
14.29,58,1019.1,0.0,0.0,0.0,0,0,0,231.4,0.8,333.43,1.14,18.43,1.02,315.0,8.64,55.157031,64.572246,114.8365,1938.2463
17.48,45,1018.9,0.0,0.0,0.0,0,0,0,410.29,7.79,33.69,8.44,39.81,7.7,37.41,9.0,40.233449,54.914738,128.17776,2377.6437
19.17,38,1018.0,0.0,0.0,0.0,0,0,0,559.81,10.14,27.47,10.5,30.96,10.0,30.26,11.52,25.370922,47.10429,144.7247,2235.7222
20.66,33,1017.4,0.0,0.0,0.0,0,0,0,671.95,11.77,23.43,12.07,26.57,11.59,25.77,13.68,10.951103,42.284129,164.96623,2644.9907
9.97,49,1020.0,0.0,0.0,0.0,0,0,0,0.0,15.12,180.0,32.33,161.16,18.72,180.0,25.2,98.37649,96.841328,84.970932,17.614236
9.86,52,1020.0,0.0,0.0,0.0,0,0,0,0.0,15.48,181.33,32.31,165.81,19.08,180.0,25.2,84.764758,86.418409,93.82985,505.02472
24.87,16,1018.3,0.0,0.0,3.6,12,0,0,730.69,15.82,168.18,16.87,168.93,15.75,169.46,18.0,6.8453225,41.936051,187.46822,1869.8674
25.25,15,1017.8,0.0,0.0,6.3,21,0,0,736.03,14.87,173.05,15.58,173.37,14.83,174.43,16.2,20.293605,45.474603,208.58864,2049.9486
12.1,39,1019.1,0.0,0.0,6.6,22,0,0,0.0,12.43,190.01,27.0,180.0,15.63,187.94,20.16,98.15075,96.954752,85.403227,44.332979
22.47,26,1017.6,0.0,0.0,0.0,0,0,0,343.54,4.45,104.04,4.55,108.43,4.55,108.43,11.16,24.945324,48.043234,145.72161,2626.5939
9.39,90,1020.4,0.0,0.0,0.0,0,0,0,0.0,21.61,169.44,38.14,160.71,22.67,169.94,38.52,98.053791,97.449846,86.031488,20.111806
9.37,86,1020.4,0.0,0.0,0.0,0,0,0,0.0,23.58,167.66,38.59,162.07,24.57,169.02,40.68,84.403164,86.962793,94.883985,498.409
18.65,43,1018.7,0.0,0.0,0.0,0,0,0,647.03,32.1,156.89,36.45,156.73,31.96,157.48,23.76,10.079476,43.741436,165.89062,2783.9359
20.23,37,1019.6,0.0,0.0,0.0,0,0,0,713.78,28.19,155.07,30.93,155.22,28.04,155.74,20.88,6.3415196,43.11861,187.67486,2676.0733
12.49,77,1018.5,0.0,0.0,0.0,0,0,0,211.82,21.03,173.12,25.36,173.48,21.35,174.19,19.44,54.580454,65.699717,116.64675,1911.8638
15.18,62,1018.5,0.0,0.0,0.0,0,0,0,388.93,18.36,168.69,20.62,167.91,18.71,168.91,15.84,39.63118,56.234331,129.98392,2406.3922
17.38,54,1017.4,0.0,0.0,0.0,0,0,0,535.78,14.04,157.38,14.84,157.17,14.04,157.38,14.76,24.692867,48.674869,146.36447,756.10667
19.13,45,1016.0,0.0,0.0,0.0,0,0,0,646.14,10.7,132.27,10.97,131.01,10.44,133.6,12.96,9.8933734,44.106885,166.11091,1694.5157
19.58,36,1016.7,0.0,0.0,0.0,0,0,0,567.82,4.9,233.97,4.9,233.97,4.9,233.97,7.2,50.333433,63.264808,239.48055,213.78389
14.53,54,1023.4,0.0,0.0,0.0,0,0,0,196.69,1.84,348.69,2.55,351.87,2.62,344.05,5.76,54.369388,66.15984,117.35484,1965.5447
16.74,45,1023.5,0.0,0.0,0.0,0,0,0,385.37,5.04,360.0,5.05,355.91,4.68,360.0,9.36,39.418784,56.771785,130.68266,2307.2553
18.54,36,1022.9,0.0,0.0,0.0,0,0,0,534.0,9.11,350.91,9.11,350.91,8.71,352.87,11.52,24.467369,49.310551,146.989,2633.5367
19.61,31,1022.3,0.0,0.0,0.0,0,0,0,645.25,10.93,342.76,10.93,342.76,10.14,343.5,12.6,9.5689547,44.838493,166.53798,2602.1639
20.11,27,1022.2,0.0,0.0,0.0,0,0,0,710.22,16.81,313.26,16.81,313.26,15.53,314.06,19.44,6.0066812,44.298357,187.86028,2714.9986
20.63,27,1021.6,0.0,0.0,0.0,0,0,0,719.12,17.1,310.73,17.65,309.21,16.09,310.46,20.16,20.495444,47.825731,208.0904,2362.3878
20.89,27,1021.3,0.0,0.0,0.0,0,0,0,672.84,18.79,306.43,19.8,306.87,18.0,306.87,21.24,35.461591,54.639383,225.27133,1486.8658
20.77,27,1020.4,0.0,0.0,0.0,0,0,0,575.83,20.75,308.66,21.76,308.96,19.96,309.14,23.76,50.416669,63.628957,239.28214,239.88803
20.29,28,1020.2,0.0,0.0,0.0,0,0,0,436.1,21.39,313.64,23.69,313.15,20.88,313.6,24.84,65.229758,73.825665,250.89086,12.779226
6.15,75,1020.3,0.0,0.0,0.0,0,0,0,0.0,9.69,238.67,19.16,275.39,12.59,239.04,15.48,96.995626,97.771653,87.852033,21.24529
13.23,49,1018.3,0.0,0.0,0.0,0,0,0,172.66,8.53,242.35,12.18,251.03,7.41,240.95,16.2,54.268542,66.391827,117.70492,1354.6018
10.02,91,1012.8,0.0,0.0,0.0,0,0,0,0.0,7.79,213.69,14.17,242.78,7.9,204.23,26.28,95.946553,98.081818,89.651401,13.751754
9.62,88,1012.8,0.0,0.0,0.0,0,0,0,0.0,8.31,197.65,13.76,227.12,9.06,186.84,26.64,83.533017,88.49046,97.644384,367.93167
10.26,83,1013.7,0.0,0.0,0.0,0,0,0,25.81,9.51,209.48,15.41,232.59,10.31,204.78,27.0,68.804853,77.699118,107.79385,256.36194
16.6,53,1014.7,0.0,0.0,0.0,0,0,0,501.96,29.12,278.53,32.28,277.05,27.91,276.67,36.0,9.1160872,46.667456,167.52398,1868.5417
8.8,80,1019.8,0.0,0.0,0.0,0,0,0,191.35,2.9,150.26,3.22,153.43,3.1,144.46,4.68,53.815372,67.569669,119.41009,1559.1147
11.22,66,1019.5,0.0,0.0,0.0,0,0,0,370.24,3.83,138.81,3.89,146.31,3.6,143.13,5.04,38.892517,58.412642,132.68432,1818.7264
13.59,55,1018.6,0.0,0.0,0.0,0,0,0,517.09,3.83,138.81,4.1,142.13,3.83,138.81,5.04,23.966076,51.235768,148.74486,2062.1599
15.4,48,1017.6,0.0,0.0,0.0,0,0,0,626.56,2.6,123.69,3.32,130.6,3.32,130.6,4.68,9.0969922,47.032374,167.70681,2460.0646
16.1,47,1017.3,0.0,0.0,0.0,0,0,0,687.97,8.21,142.13,9.09,146.31,8.79,145.01,9.36,6.3313207,46.637868,188.15932,2627.8439
17.18,42,1016.7,0.0,0.0,0.0,0,0,0,693.31,4.35,114.44,5.0,120.26,4.69,122.47,6.48,20.921856,50.144015,207.57878,2015.4089
17.87,39,1016.5,0.0,0.0,0.0,0,0,0,644.36,5.09,45.0,4.69,57.53,4.39,55.01,5.04,35.845065,56.820538,224.23405,1634.7942
7.6,95,1017.0,0.0,0.0,0.0,0,0,0,0.0,14.51,172.87,29.69,165.96,16.7,172.57,26.64,96.255508,99.138466,90.266166,9.8678295
17.78,49,1008.3,0.0,0.0,0.0,0,0,0,351.55,28.41,202.34,32.9,203.2,28.08,202.62,28.08,63.113182,74.834934,246.93714,9.9635965
10.25,96,1008.6,0.0,0.0,0.0,0,0,0,0.0,13.91,169.56,24.58,174.96,16.17,168.44,17.64,93.982631,98.206993,92.575569,24.240741
8.35,55,1017.1,0.0,0.0,0.0,0,0,0,348.88,8.64,360.0,9.0,360.0,8.28,360.0,14.04,38.507729,60.365513,134.81684,1517.4548
9.96,47,1015.8,0.0,0.0,0.0,0,0,0,496.62,12.02,8.62,11.66,8.88,11.3,9.16,15.12,23.735145,53.49539,150.55516,2308.0754
11.15,43,1015.0,0.0,0.0,0.0,0,0,0,607.87,13.36,14.04,13.01,14.42,12.57,13.24,14.76,9.5491853,49.565948,168.85034,2847.8031
12.24,41,1015.3,0.0,0.0,0.0,0,0,0,668.39,17.02,6.07,17.41,7.13,16.3,6.34,18.0,7.9018754,49.306267,188.37738,2715.8421
13.02,38,1014.7,0.0,0.0,0.0,0,0,0,677.29,17.52,9.46,17.94,10.41,16.81,9.87,17.28,21.640868,52.771864,206.94647,2410.7875
13.4,37,1014.4,0.0,0.0,0.0,0,0,0,628.34,17.52,9.46,17.87,9.27,16.81,9.87,16.2,36.390648,59.300515,223.05127,1520.8256
13.36,38,1014.1,0.0,0.0,0.0,0,0,0,526.88,17.52,9.46,17.94,10.41,16.81,9.87,15.48,51.215057,67.974935,236.52658,74.38097
12.86,35,1014.2,0.0,0.0,0.0,0,0,0,381.81,16.95,12.26,18.16,13.76,16.68,13.74,15.12,63.44788,76.15797,246.12027,3.8827973
1.8,68,1016.8,0.0,0.0,0.0,0,0,0,0.0,8.67,221.63,14.35,252.47,9.69,221.99,11.52,94.209195,99.177183,93.229434,3.1564516
1.96,58,1016.8,0.0,0.0,0.0,0,0,0,0.0,8.44,219.81,15.48,270.0,9.45,220.36,10.8,82.744703,90.30417,100.59717,588.97833
3.06,48,1017.1,0.0,0.0,0.0,0,0,0,14.24,7.49,234.78,16.17,286.82,8.29,235.62,11.16,68.088011,79.620827,110.70952,1082.3275
6.7,43,1015.9,0.0,0.0,0.0,0,0,0,167.32,3.71,240.95,13.55,286.99,3.55,246.04,8.28,53.286151,69.504838,121.95394,2111.1181
11.69,41,1014.5,0.0,0.0,0.0,0,0,0,347.99,6.03,287.35,7.29,290.22,6.49,289.44,10.08,38.473819,60.646309,135.10199,2537.3799
13.95,40,1013.6,0.0,0.0,0.0,0,0,0,496.62,9.39,302.47,10.32,299.25,9.51,299.48,9.72,23.733717,53.817396,150.79189,2763.6964
15.76,36,1012.7,0.0,0.0,0.0,0,0,0,604.31,10.23,309.29,9.79,306.03,9.22,308.66,10.08,9.680444,49.923405,168.99408,2830.3296
16.4,23,1013.8,0.0,0.0,0.0,0,0,0,669.28,8.91,345.96,8.83,348.23,8.4,350.13,9.72,8.1576963,49.679839,188.39668,2679.2458
17.27,23,1013.5,0.0,0.0,0.0,0,0,0,671.95,10.14,343.5,9.9,340.91,9.69,344.93,11.16,21.758514,53.138169,206.8524,2344.2938
17.6,24,1013.4,0.0,0.0,0.0,0,0,0,618.55,11.04,340.97,11.04,340.97,10.59,342.18,12.96,36.472818,59.645289,222.88276,1452.15
17.17,27,1013.2,0.0,0.0,0.0,0,0,0,515.31,12.22,346.37,12.22,346.37,11.37,349.05,15.12,51.278089,68.295279,236.31836,61.016554
16.19,29,1013.5,0.0,0.0,0.0,0,0,0,372.02,12.02,351.38,12.02,351.38,11.21,354.47,14.76,63.250884,76.285973,245.71437,8.1842342
17.21,37,1013.3,0.0,0.0,0.0,0,0,0,585.62,5.76,270.0,6.12,270.0,5.77,266.42,5.76,9.8252371,50.279643,169.133,1355.8033
19.56,30,1013.3,0.0,0.0,2.4,8,0,0,579.39,3.42,161.57,4.1,164.74,3.76,163.3,9.72,36.555646,59.987457,222.71412,676.25083
18.95,33,1012.6,0.0,0.0,5.4,18,0,0,364.01,5.69,145.3,6.19,144.46,5.69,145.3,9.72,62.68487,76.153824,245.03929,7.2953125
18.63,58,1009.4,0.0,0.0,4.8,16,0,0,620.33,25.98,169.62,29.3,169.38,26.41,169.0,33.12,22.002504,53.862988,206.66098,315.87389
8.07,94,1014.9,0.0,0.0,0.0,0,0,0,0.0,6.7,53.75,15.38,57.43,7.24,63.43,16.2,82.389625,91.32062,102.14321,0.36333333
16.33,61,1015.8,0.0,0.0,0.3,1,0,0,563.37,18.22,37.78,19.45,38.99,17.94,38.48,19.8,9.4925654,51.512537,188.44805,192.38597
14.86,45,1016.9,0.0,0.0,0.0,0,0,0,337.31,27.36,32.64,32.45,33.69,28.16,32.47,27.36,62.384206,76.984436,243.785,1.7625
10.52,58,1021.1,0.0,0.0,0.0,0,0,0,566.04,21.37,32.62,23.17,32.95,21.37,32.62,25.56,10.707003,52.03455,169.75398,803.38583
6.0,56,1025.8,0.0,0.0,0.0,0,0,0,131.72,7.9,329.93,11.18,345.07,8.89,328.24,19.8,53.034598,71.225408,123.96172,1808.038
8.49,48,1025.8,0.0,0.0,0.0,0,0,0,301.71,9.73,357.88,10.08,360.0,9.73,357.88,21.6,38.376707,62.608974,136.9623,2406.3933
10.76,40,1024.5,0.0,0.0,2.1,7,0,0,445.0,10.82,3.81,10.5,5.91,10.11,4.09,21.24,23.935701,56.051754,152.29288,2683.0975
12.79,37,1023.6,0.0,0.0,0.0,0,0,0,547.35,12.66,14.83,13.21,17.45,12.31,15.26,21.96,10.90894,52.379517,169.86349,2748.8261
14.67,47,1023.2,0.0,0.0,0.0,0,0,0,599.86,17.58,22.89,18.06,23.5,17.11,22.25,21.6,10.039444,52.226651,188.4475,2611.8014
15.59,47,1022.8,0.0,0.0,0.0,0,0,0,603.42,17.11,22.25,18.06,23.5,16.78,22.71,20.88,22.651191,55.623048,206.16327,2253.9906
16.25,48,1022.9,0.0,0.0,0.0,0,0,0,554.47,16.45,23.2,17.25,23.36,16.12,23.7,20.16,37.058619,61.975691,221.70263,1111.5136
16.33,50,1022.1,0.0,0.0,0.0,0,0,0,456.57,15.04,21.04,15.98,22.52,14.71,21.54,19.44,51.699118,70.452114,234.86952,47.08
15.94,52,1022.6,0.0,0.0,0.0,0,0,0,318.62,14.12,19.36,15.04,21.04,13.78,19.86,18.36,62.346037,77.464162,243.24897,0.10185185
7.59,90,1023.7,0.0,0.0,0.0,0,0,0,0.0,9.29,234.46,12.92,257.13,10.5,239.04,11.52,82.234874,91.955939,103.01968,237.54278
7.88,88,1023.6,0.0,0.0,0.0,0,0,0,5.34,7.93,230.53,10.18,278.13,9.89,236.89,9.0,67.672224,81.364203,113.06295,625.905
10.33,74,1023.1,0.0,0.0,0.0,0,0,0,129.94,5.99,212.74,6.21,280.01,6.13,220.24,5.4,53.019543,71.473828,124.22571,1337.0539
14.49,59,1022.9,0.0,0.0,0.0,0,0,0,300.82,2.81,230.19,2.81,230.19,2.55,225.0,2.88,38.393476,62.892319,137.19582,1798.8583
17.3,49,1021.3,0.0,0.0,0.9,3,0,0,443.22,0.72,270.0,0.8,243.43,0.72,270.0,2.88,23.993374,56.366727,152.48463,1506.2419
1.36,89,1017.1,0.0,0.0,0.0,0,0,0,0.0,9.83,246.25,24.01,257.01,10.16,247.07,21.6,82.023495,93.000821,104.40983,386.12917
1.22,91,1018.1,0.0,0.0,0.0,0,0,0,1.78,11.62,253.81,27.19,263.16,12.41,253.14,21.6,67.527485,82.456523,114.39471,707.16685
5.45,79,1017.4,0.0,0.0,0.0,0,0,0,113.03,15.94,263.52,25.6,266.78,15.94,263.52,28.08,52.991542,72.70516,125.48649,1179.4407
8.77,95,1018.1,0.0,0.0,3.9,13,0,0,0.0,23.89,173.95,38.24,171.34,26.4,174.52,36.72,81.961731,93.418953,104.93707,16.200556
13.33,73,1018.9,0.0,0.0,4.8,16,0,0,280.35,28.14,176.33,35.35,176.5,28.84,177.14,34.56,38.594974,64.830233,138.73585,2389.4042
17.26,55,1018.4,0.0,0.0,3.3,11,0,0,566.04,26.04,174.45,29.63,175.12,26.37,175.3,25.92,12.216019,54.952213,188.32158,2270.415
17.93,51,1017.0,0.0,0.0,1.5,5,0,0,567.82,27.19,173.16,30.77,173.96,27.55,173.25,27.36,23.737394,58.253213,205.30341,1034.8822
18.19,50,1016.0,0.0,0.0,0.3,1,0,0,521.54,28.36,171.97,33.0,173.11,29.02,172.87,29.52,37.703988,64.420415,220.34808,293.04333
19.53,57,1025.2,0.0,0.0,2.4,8,0,0,532.22,1.53,45.0,1.61,63.43,1.61,63.43,2.52,14.01699,57.131921,188.04483,2422.7904
20.32,54,1025.0,0.0,0.0,0.0,0,0,0,534.0,3.32,40.6,3.6,53.13,3.32,49.4,5.4,24.652041,60.32632,204.47834,1845.4475
20.65,52,1024.7,0.0,0.0,0.6,2,0,0,484.16,4.1,37.87,4.33,48.37,4.33,48.37,5.4,38.189993,66.321992,219.151,616.87496
20.54,53,1024.1,0.0,0.0,1.8,6,0,0,396.05,4.84,48.01,4.9,53.97,4.9,53.97,5.4,52.347348,74.411469,231.8187,17.447222
9.27,94,1027.0,0.0,0.0,0.0,0,0,0,0.0,14.76,180.0,31.85,174.16,17.28,181.19,25.2,81.887078,95.112062,106.8402,181.56389
12.04,90,1027.5,0.0,0.0,0.0,0,0,0,74.76,16.58,177.51,26.84,173.07,15.12,180.0,22.68,53.256349,75.128475,127.59255,1863.6458
15.06,76,1027.4,0.0,0.0,0.0,0,0,0,236.74,18.89,172.33,23.62,172.12,18.45,174.4,23.04,39.1115,66.9717,140.13613,2318.9053
16.84,65,1026.8,0.0,0.0,0.0,0,0,0,372.91,20.42,170.87,24.03,171.38,20.01,171.72,22.68,25.563816,60.866833,154.65471,2561.1805
17.96,59,1026.3,0.0,0.0,0.0,0,0,0,474.37,21.61,169.44,24.86,169.99,20.83,170.05,19.08,14.692851,57.518469,170.94319,2596.7036
19.25,52,1026.9,0.0,0.0,0.9,3,0,0,534.89,17.78,158.63,19.59,159.57,17.53,160.82,17.28,14.261448,57.425256,187.99278,2442.8329
19.82,51,1026.5,0.0,0.0,0.0,0,0,0,535.78,18.12,159.04,19.93,159.93,17.87,161.2,16.92,24.775509,60.602678,204.35497,2094.3719
19.98,49,1025.9,0.0,0.0,0.0,0,0,0,485.94,18.33,160.5,20.15,161.24,17.76,162.3,17.64,38.250639,66.573154,218.97927,559.34444
19.8,50,1025.5,0.0,0.0,0.0,0,0,0,388.04,17.08,161.57,19.01,161.22,17.42,161.94,18.0,52.37202,74.636146,231.61849,12.891445
17.29,49,1027.1,0.0,0.0,0.0,0,0,0,538.45,29.34,173.66,35.14,173.53,28.59,174.22,30.6,14.50241,57.713814,187.93769,2548.5719
18.26,45,1027.1,0.0,0.0,0.0,0,0,0,542.01,26.37,175.3,31.04,176.01,25.62,175.97,24.48,24.896697,60.873827,204.23027,2171.4181
18.68,43,1027.1,0.0,0.0,0.0,0,0,0,492.17,23.78,177.4,27.38,177.74,23.41,178.24,21.96,38.308778,66.818935,218.80741,595.615
18.33,44,1026.3,0.0,0.0,0.0,0,0,0,393.38,21.63,177.14,25.58,177.58,20.91,177.04,20.16,52.393942,74.855381,231.41883,16.017406
8.18,67,1032.2,0.0,0.0,0.0,0,0,0,0.0,6.44,206.57,6.15,20.56,3.32,220.6,7.2,81.909704,95.537018,107.26299,170.72708
